Scientific Name,English Name (BirdNET),BirdNET,English Name (in BC),Class (if in BC list)
Myiarchus crinitus,Great Crested Flycatcher,Myiarchus crinitus_Great Crested Flycatcher,Great Crested Flycatcher,birds
Myioborus pictus,Painted Redstart,Myioborus pictus_Painted Redstart,Painted Redstart,birds
Spartonoica maluroides,Bay-capped Wren-Spinetail,Spartonoica maluroides_Bay-capped Wren-Spinetail,NA,NA
Myodes gapperi,NA,NA,Southern Red-backed Vole,mammals
Myodes rutilus,NA,NA,Northern Red-backed Vole,mammals
Myotis californicus,NA,NA,Californian Myotis,mammals
Spatula platalea,Red Shoveler,Spatula platalea_Red Shoveler,NA,NA
Spatula puna,Puna Teal,Spatula puna_Puna Teal,NA,NA
Myotis ciliolabrum,NA,NA,Western Small-footed Myotis,mammals
Spea bombifrons,Plains Spadefoot,Spea bombifrons_Plains Spadefoot,NA,NA
Spelaeornis caudatus,Rufous-throated Wren-Babbler,Spelaeornis caudatus_Rufous-throated Wren-Babbler,NA,NA
Spelaeornis oatesi,Chin Hills Wren-Babbler,Spelaeornis oatesi_Chin Hills Wren-Babbler,NA,NA
Spelaeornis troglodytoides,Bar-winged Wren-Babbler,Spelaeornis troglodytoides_Bar-winged Wren-Babbler,NA,NA
Spermestes cucullata,Bronze Mannikin,Spermestes cucullata_Bronze Mannikin,NA,NA
Spermophaga haematina,Western Bluebill,Spermophaga haematina_Western Bluebill,NA,NA
Sphecotheres vieilloti,Australasian Figbird,Sphecotheres vieilloti_Australasian Figbird,NA,NA
Spheniscus demersus,African Penguin,Spheniscus demersus_African Penguin,NA,NA
Spheniscus magellanicus,Magellanic Penguin,Spheniscus magellanicus_Magellanic Penguin,NA,NA
Sphenoeacus afer,Cape Grassbird,Sphenoeacus afer_Cape Grassbird,NA,NA
Sphenopsis frontalis,Oleaginous Hemispingus,Sphenopsis frontalis_Oleaginous Hemispingus,NA,NA
Sphenopsis melanotis,Black-eared Hemispingus,Sphenopsis melanotis_Black-eared Hemispingus,NA,NA
Myotis evotis,NA,NA,Long-eared Myotis,mammals
Myotis lucifugus,NA,NA,Little Brown Myotis,mammals
Myotis septentrionalis,NA,NA,Northern Myotis,mammals
Myotis thysanodes,NA,NA,Fringed Myotis,mammals
Spiloptila clamans,Cricket Longtail,Spiloptila clamans_Cricket Longtail,NA,NA
Spilornis cheela,Crested Serpent-Eagle,Spilornis cheela_Crested Serpent-Eagle,NA,NA
Spilornis holospilus,Philippine Serpent-Eagle,Spilornis holospilus_Philippine Serpent-Eagle,NA,NA
Spindalis zena,Western Spindalis,Spindalis zena_Western Spindalis,NA,NA
Spinus atratus,Black Siskin,Spinus atratus_Black Siskin,NA,NA
Spinus barbatus,Black-chinned Siskin,Spinus barbatus_Black-chinned Siskin,NA,NA
Spinus crassirostris,Thick-billed Siskin,Spinus crassirostris_Thick-billed Siskin,NA,NA
Spinus cucullatus,Red Siskin,Spinus cucullatus_Red Siskin,NA,NA
Spinus lawrencei,Lawrence's Goldfinch,Spinus lawrencei_Lawrence's Goldfinch,NA,NA
Spinus magellanicus,Hooded Siskin,Spinus magellanicus_Hooded Siskin,NA,NA
Spinus notatus,Black-headed Siskin,Spinus notatus_Black-headed Siskin,NA,NA
Spinus olivaceus,Olivaceous Siskin,Spinus olivaceus_Olivaceous Siskin,NA,NA
Myotis volans,NA,NA,Long-legged Myotis,mammals
Myotis yumanensis,NA,NA,Yuma Myotis,mammals
Spinus spinescens,Andean Siskin,Spinus spinescens_Andean Siskin,NA,NA
Spinus spinus,Eurasian Siskin,Spinus spinus_Eurasian Siskin,NA,NA
Nannopterum auritum,Double-crested Cormorant,Nannopterum auritum_Double-crested Cormorant,Double-crested Cormorant,birds
Spinus xanthogastrus,Yellow-bellied Siskin,Spinus xanthogastrus_Yellow-bellied Siskin,NA,NA
Neogale frenata,NA,NA,Long-tailed Weasel,mammals
Spizaetus isidori,Black-and-chestnut Eagle,Spizaetus isidori_Black-and-chestnut Eagle,NA,NA
Spizaetus melanoleucus,Black-and-white Hawk-Eagle,Spizaetus melanoleucus_Black-and-white Hawk-Eagle,NA,NA
Spizaetus ornatus,Ornate Hawk-Eagle,Spizaetus ornatus_Ornate Hawk-Eagle,NA,NA
Spizaetus tyrannus,Black Hawk-Eagle,Spizaetus tyrannus_Black Hawk-Eagle,NA,NA
Spizella atrogularis,Black-chinned Sparrow,Spizella atrogularis_Black-chinned Sparrow,NA,NA
Neogale frenata altifrontalis,NA,NA,"Long-tailed weasel, altifrontalis subspecies",mammals
Neotamias amoenus,NA,NA,Yellow-Pine Chipmunk,mammals
Neotamias minimus,NA,NA,Least Chipmunk,mammals
Neotamias minimus oreocetes,NA,NA,"Least Chipmunk, oreocetes subspecies",mammals
Spizella wortheni,Worthen's Sparrow,Spizella wortheni_Worthen's Sparrow,NA,NA
Neotamias minimus selkirki,NA,NA,"Least Chipmunk, selkirki subspecies",mammals
Spiziapteryx circumcincta,Spot-winged Falconet,Spiziapteryx circumcincta_Spot-winged Falconet,NA,NA
Spizixos canifrons,Crested Finchbill,Spizixos canifrons_Crested Finchbill,NA,NA
Spizixos semitorques,Collared Finchbill,Spizixos semitorques_Collared Finchbill,NA,NA
Spodiopsar cineraceus,White-cheeked Starling,Spodiopsar cineraceus_White-cheeked Starling,NA,NA
Spodiopsar sericeus,Red-billed Starling,Spodiopsar sericeus_Red-billed Starling,NA,NA
Spodiornis rusticus,Slaty Finch,Spodiornis rusticus_Slaty Finch,NA,NA
Sporathraupis cyanocephala,Blue-capped Tanager,Sporathraupis cyanocephala_Blue-capped Tanager,NA,NA
Sporophila albogularis,White-throated Seedeater,Sporophila albogularis_White-throated Seedeater,NA,NA
Sporophila angolensis,Chestnut-bellied Seed-Finch,Sporophila angolensis_Chestnut-bellied Seed-Finch,NA,NA
Sporophila atrirostris,Black-billed Seed-Finch,Sporophila atrirostris_Black-billed Seed-Finch,NA,NA
Sporophila bouvreuil,Copper Seedeater,Sporophila bouvreuil_Copper Seedeater,NA,NA
Sporophila bouvronides,Lesson's Seedeater,Sporophila bouvronides_Lesson's Seedeater,NA,NA
Sporophila caerulescens,Double-collared Seedeater,Sporophila caerulescens_Double-collared Seedeater,NA,NA
Sporophila castaneiventris,Chestnut-bellied Seedeater,Sporophila castaneiventris_Chestnut-bellied Seedeater,NA,NA
Sporophila cinnamomea,Chestnut Seedeater,Sporophila cinnamomea_Chestnut Seedeater,NA,NA
Sporophila collaris,Rusty-collared Seedeater,Sporophila collaris_Rusty-collared Seedeater,NA,NA
Sporophila corvina,Variable Seedeater,Sporophila corvina_Variable Seedeater,NA,NA
Sporophila crassirostris,Large-billed Seed-Finch,Sporophila crassirostris_Large-billed Seed-Finch,NA,NA
Sporophila falcirostris,Temminck's Seedeater,Sporophila falcirostris_Temminck's Seedeater,NA,NA
Sporophila fringilloides,White-naped Seedeater,Sporophila fringilloides_White-naped Seedeater,NA,NA
Sporophila frontalis,Buffy-fronted Seedeater,Sporophila frontalis_Buffy-fronted Seedeater,NA,NA
Sporophila funerea,Thick-billed Seed-Finch,Sporophila funerea_Thick-billed Seed-Finch,NA,NA
Sporophila hypochroma,Rufous-rumped Seedeater,Sporophila hypochroma_Rufous-rumped Seedeater,NA,NA
Sporophila hypoxantha,Tawny-bellied Seedeater,Sporophila hypoxantha_Tawny-bellied Seedeater,NA,NA
Sporophila intermedia,Grey Seedeater,Sporophila intermedia_Grey Seedeater,NA,NA
Sporophila leucoptera,White-bellied Seedeater,Sporophila leucoptera_White-bellied Seedeater,NA,NA
Sporophila lineola,Lined Seedeater,Sporophila lineola_Lined Seedeater,NA,NA
Sporophila luctuosa,Black-and-white Seedeater,Sporophila luctuosa_Black-and-white Seedeater,NA,NA
Sporophila minuta,Ruddy-breasted Seedeater,Sporophila minuta_Ruddy-breasted Seedeater,NA,NA
Sporophila morelleti,Morelet's Seedeater,Sporophila morelleti_Morelet's Seedeater,NA,NA
Sporophila murallae,Caqueta Seedeater,Sporophila murallae_Caqueta Seedeater,NA,NA
Sporophila nigricollis,Yellow-bellied Seedeater,Sporophila nigricollis_Yellow-bellied Seedeater,NA,NA
Sporophila nuttingi,Nicaraguan Seed-Finch,Sporophila nuttingi_Nicaraguan Seed-Finch,NA,NA
Sporophila palustris,Marsh Seedeater,Sporophila palustris_Marsh Seedeater,NA,NA
Sporophila peruviana,Parrot-billed Seedeater,Sporophila peruviana_Parrot-billed Seedeater,NA,NA
Sporophila pileata,Pearly-bellied Seedeater,Sporophila pileata_Pearly-bellied Seedeater,NA,NA
Sporophila plumbea,Plumbeous Seedeater,Sporophila plumbea_Plumbeous Seedeater,NA,NA
Sporophila ruficollis,Dark-throated Seedeater,Sporophila ruficollis_Dark-throated Seedeater,NA,NA
Sporophila schistacea,Slate-coloured Seedeater,Sporophila schistacea_Slate-coloured Seedeater,NA,NA
Sporophila simplex,Drab Seedeater,Sporophila simplex_Drab Seedeater,NA,NA
Sporophila telasco,Chestnut-throated Seedeater,Sporophila telasco_Chestnut-throated Seedeater,NA,NA
Sporophila torqueola,Cinnamon-rumped Seedeater,Sporophila torqueola_Cinnamon-rumped Seedeater,NA,NA
Sporopipes frontalis,Speckle-fronted Weaver,Sporopipes frontalis_Speckle-fronted Weaver,NA,NA
Sporopipes squamifrons,Scaly Weaver,Sporopipes squamifrons_Scaly Weaver,NA,NA
Stachyris maculata,Chestnut-rumped Babbler,Stachyris maculata_Chestnut-rumped Babbler,NA,NA
Stachyris nigriceps,Grey-throated Babbler,Stachyris nigriceps_Grey-throated Babbler,NA,NA
Stachyris nigricollis,Black-throated Babbler,Stachyris nigricollis_Black-throated Babbler,NA,NA
Stachyris poliocephala,Grey-headed Babbler,Stachyris poliocephala_Grey-headed Babbler,NA,NA
Stachyris strialata,Spot-necked Babbler,Stachyris strialata_Spot-necked Babbler,NA,NA
Stachyris thoracica,White-bibbed Babbler,Stachyris thoracica_White-bibbed Babbler,NA,NA
Stactolaema leucotis,White-eared Barbet,Stactolaema leucotis_White-eared Barbet,NA,NA
Stactolaema olivacea,Green Barbet,Stactolaema olivacea_Green Barbet,NA,NA
Stagonopleura bella,Beautiful Firetail,Stagonopleura bella_Beautiful Firetail,NA,NA
Staphida torqueola,Indochinese Yuhina,Staphida torqueola_Indochinese Yuhina,NA,NA
Steatornis caripensis,Oilbird,Steatornis caripensis_Oilbird,NA,NA
Stelgidillas gracilirostris,Slender-billed Greenbul,Stelgidillas gracilirostris_Slender-billed Greenbul,NA,NA
Stelgidopteryx ruficollis,Southern Rough-winged Swallow,Stelgidopteryx ruficollis_Southern Rough-winged Swallow,NA,NA
Neotamias ruficaudus,NA,NA,Red-tailed Chipmunk,mammals
Stenostira scita,Fairy Flycatcher,Stenostira scita_Fairy Flycatcher,NA,NA
Stephanoaetus coronatus,Crowned Eagle,Stephanoaetus coronatus_Crowned Eagle,NA,NA
Stephanophorus diadematus,Diademed Tanager,Stephanophorus diadematus_Diademed Tanager,NA,NA
Stephanoxis lalandi,Green-crowned Plovercrest,Stephanoxis lalandi_Green-crowned Plovercrest,NA,NA
Stephanoxis loddigesii,Purple-crowned Plovercrest,Stephanoxis loddigesii_Purple-crowned Plovercrest,NA,NA
Stercorarius antarcticus,Brown Skua,Stercorarius antarcticus_Brown Skua,NA,NA
Neotamias ruficaudus ruficaudus,NA,NA,"Red-tailed Chipmunk, ruficaudus subspecies",mammals
Neotamias ruficaudus simulans,NA,NA,"Red-tailed Chipmunk, simulans subspecies",mammals
Neotamias townsendii,NA,NA,Townsend's Chipmunk,mammals
Neotoma cinerea,NA,NA,Bushy-tailed Woodrat,mammals
Stercorarius skua,Great Skua,Stercorarius skua_Great Skua,NA,NA
Sterna aurantia,River Tern,Sterna aurantia_River Tern,NA,NA
Sterna dougallii,Roseate Tern,Sterna dougallii_Roseate Tern,NA,NA
Neovison vison,NA,NA,American Mink,mammals
Sterna hirundinacea,South American Tern,Sterna hirundinacea_South American Tern,NA,NA
Neurotrichus gibbsii,NA,NA,American Shrew Mole,mammals
Nucifraga columbiana,Clark's Nutcracker,Nucifraga columbiana_Clark's Nutcracker,Clark's Nutcracker,birds
Sterna repressa,White-cheeked Tern,Sterna repressa_White-cheeked Tern,NA,NA
Sterna striata,White-fronted Tern,Sterna striata_White-fronted Tern,NA,NA
Sterna sumatrana,Black-naped Tern,Sterna sumatrana_Black-naped Tern,NA,NA
Sterna trudeaui,Snowy-crowned Tern,Sterna trudeaui_Snowy-crowned Tern,NA,NA
Sterna vittata,Antarctic Tern,Sterna vittata_Antarctic Tern,NA,NA
Sternula albifrons,Little Tern,Sternula albifrons_Little Tern,NA,NA
Numenius americanus,Long-billed Curlew,Numenius americanus_Long-billed Curlew,Long-billed Curlew,birds
Sternula saundersi,Saunders's Tern,Sternula saundersi_Saunders's Tern,NA,NA
Sternula superciliaris,Yellow-billed Tern,Sternula superciliaris_Yellow-billed Tern,NA,NA
Stigmatura budytoides,Greater Wagtail-Tyrant,Stigmatura budytoides_Greater Wagtail-Tyrant,NA,NA
Stigmatura napensis,Lesser Wagtail-Tyrant,Stigmatura napensis_Lesser Wagtail-Tyrant,NA,NA
Stilpnia cayana,Burnished-buff Tanager,Stilpnia cayana_Burnished-buff Tanager,NA,NA
Stilpnia cyanicollis,Blue-necked Tanager,Stilpnia cyanicollis_Blue-necked Tanager,NA,NA
Stilpnia cyanoptera,Black-headed Tanager,Stilpnia cyanoptera_Black-headed Tanager,NA,NA
Stilpnia heinei,Black-capped Tanager,Stilpnia heinei_Black-capped Tanager,NA,NA
Stilpnia larvata,Golden-hooded Tanager,Stilpnia larvata_Golden-hooded Tanager,NA,NA
Stilpnia nigrocincta,Masked Tanager,Stilpnia nigrocincta_Masked Tanager,NA,NA
Stilpnia peruviana,Black-backed Tanager,Stilpnia peruviana_Black-backed Tanager,NA,NA
Stilpnia preciosa,Chestnut-backed Tanager,Stilpnia preciosa_Chestnut-backed Tanager,NA,NA
Stilpnia vitriolina,Scrub Tanager,Stilpnia vitriolina_Scrub Tanager,NA,NA
Stiphrornis erythrothorax,Orange-breasted Forest Robin,Stiphrornis erythrothorax_Orange-breasted Forest Robin,NA,NA
Stipiturus malachurus,Southern Emuwren,Stipiturus malachurus_Southern Emuwren,NA,NA
Stizoptera bichenovii,Double-barred Finch,Stizoptera bichenovii_Double-barred Finch,NA,NA
Stomiopera unicolor,White-gaped Honeyeater,Stomiopera unicolor_White-gaped Honeyeater,NA,NA
Strepera fuliginosa,Black Currawong,Strepera fuliginosa_Black Currawong,NA,NA
Strepera graculina,Pied Currawong,Strepera graculina_Pied Currawong,NA,NA
Strepera versicolor,Grey Currawong,Strepera versicolor_Grey Currawong,NA,NA
Streptopelia capicola,Ring-necked Dove,Streptopelia capicola_Ring-necked Dove,NA,NA
Streptopelia chinensis,Spotted Dove,Streptopelia chinensis_Spotted Dove,NA,NA
Numenius madagascariensis,Far Eastern Curlew,Numenius madagascariensis_Far Eastern Curlew,Far Eastern Curlew,birds
Streptopelia decipiens,Mourning Collared Dove,Streptopelia decipiens_Mourning Collared Dove,NA,NA
Streptopelia lugens,Dusky Turtle Dove,Streptopelia lugens_Dusky Turtle Dove,NA,NA
Numenius phaeopus,Whimbrel,Numenius phaeopus_Whimbrel,Whimbrel,birds
Streptopelia roseogrisea,African Collared Dove,Streptopelia roseogrisea_African Collared Dove,NA,NA
Streptopelia semitorquata,Red-eyed Dove,Streptopelia semitorquata_Red-eyed Dove,NA,NA
Streptopelia senegalensis,Laughing Dove,Streptopelia senegalensis_Laughing Dove,NA,NA
Streptopelia tranquebarica,Red Collared Dove,Streptopelia tranquebarica_Red Collared Dove,NA,NA
Streptopelia turtur,European Turtle Dove,Streptopelia turtur_European Turtle Dove,NA,NA
Streptopelia vinacea,Vinaceous Dove,Streptopelia vinacea_Vinaceous Dove,NA,NA
Streptoprocne biscutata,Biscutate Swift,Streptoprocne biscutata_Biscutate Swift,NA,NA
Streptoprocne rutila,Chestnut-collared Swift,Streptoprocne rutila_Chestnut-collared Swift,NA,NA
Streptoprocne zonaris,White-collared Swift,Streptoprocne zonaris_White-collared Swift,NA,NA
Strix aluco,Tawny Owl,Strix aluco_Tawny Owl,NA,NA
Strix chacoensis,Chaco Owl,Strix chacoensis_Chaco Owl,NA,NA
Strix fulvescens,Fulvous Owl,Strix fulvescens_Fulvous Owl,NA,NA
Strix hadorami,Desert Owl,Strix hadorami_Desert Owl,NA,NA
Strix hylophila,Rusty-barred Owl,Strix hylophila_Rusty-barred Owl,NA,NA
Strix leptogrammica,Brown Wood-Owl,Strix leptogrammica_Brown Wood-Owl,NA,NA
Numenius tahitiensis,Bristle-thighed Curlew,Numenius tahitiensis_Bristle-thighed Curlew,Bristle-thighed Curlew,birds
Strix nivicolum,Himalayan Owl,Strix nivicolum_Himalayan Owl,NA,NA
Nycticorax nycticorax,Black-crowned Night Heron,Nycticorax nycticorax_Black-crowned Night Heron,Black-crowned Night-Heron,birds
Strix ocellata,Mottled Wood-Owl,Strix ocellata_Mottled Wood-Owl,NA,NA
Strix rufipes,Rufous-legged Owl,Strix rufipes_Rufous-legged Owl,NA,NA
Strix seloputo,Spotted Wood-Owl,Strix seloputo_Spotted Wood-Owl,NA,NA
Strix uralensis,Ural Owl,Strix uralensis_Ural Owl,NA,NA
Nyctinomops macrotis,NA,NA,Big Free-tailed Bat,mammals
Strix woodfordii,African Wood-Owl,Strix woodfordii_African Wood-Owl,NA,NA
Struthidea cinerea,Apostlebird,Struthidea cinerea_Apostlebird,NA,NA
Sturnella magna,Eastern Meadowlark,Sturnella magna_Eastern Meadowlark,NA,NA
Ochotona collaris,NA,NA,Collared Pika,mammals
Sturnia blythii,Malabar Starling,Sturnia blythii_Malabar Starling,NA,NA
Sturnia malabarica,Chestnut-tailed Starling,Sturnia malabarica_Chestnut-tailed Starling,NA,NA
Sturnia pagodarum,Brahminy Starling,Sturnia pagodarum_Brahminy Starling,NA,NA
Sturnia sinensis,White-shouldered Starling,Sturnia sinensis_White-shouldered Starling,NA,NA
Sturnus unicolor,Spotless Starling,Sturnus unicolor_Spotless Starling,NA,NA
Ochotona princeps,NA,NA,American Pika,mammals
Sublegatus arenarum,Northern Scrub-Flycatcher,Sublegatus arenarum_Northern Scrub-Flycatcher,NA,NA
Sublegatus modestus,Southern Scrub-Flycatcher,Sublegatus modestus_Southern Scrub-Flycatcher,NA,NA
Sublegatus obscurior,Amazonian Scrub-Flycatcher,Sublegatus obscurior_Amazonian Scrub-Flycatcher,NA,NA
Sugomel nigrum,Black Honeyeater,Sugomel nigrum_Black Honeyeater,NA,NA
Suiriri suiriri,Suiriri Flycatcher,Suiriri suiriri_Suiriri Flycatcher,NA,NA
Sula dactylatra,Masked Booby,Sula dactylatra_Masked Booby,NA,NA
Odocoileus hemionus,NA,NA,Mule Deer,mammals
Odocoileus virginianus,White-tailed Deer,Odocoileus virginianus_White-tailed Deer,White-tailed Deer,mammals
Oenanthe oenanthe,Northern Wheatear,Oenanthe oenanthe_Northern Wheatear,Northern Wheatear,birds
Ondatra zibethicus,NA,NA,Common Muskrat,mammals
Surniculus dicruroides,Fork-tailed Drongo-Cuckoo,Surniculus dicruroides_Fork-tailed Drongo-Cuckoo,NA,NA
Surniculus lugubris,Square-tailed Drongo-Cuckoo,Surniculus lugubris_Square-tailed Drongo-Cuckoo,NA,NA
Surniculus velutinus,Philippine Drongo-Cuckoo,Surniculus velutinus_Philippine Drongo-Cuckoo,NA,NA
Suthora nipalensis,Black-throated Parrotbill,Suthora nipalensis_Black-throated Parrotbill,NA,NA
Suthora verreauxi,Golden Parrotbill,Suthora verreauxi_Golden Parrotbill,NA,NA
Swynnertonia swynnertoni,Swynnerton's Robin,Swynnertonia swynnertoni_Swynnerton's Robin,NA,NA
Sylvia abyssinica,African Hill Babbler,Sylvia abyssinica_African Hill Babbler,NA,NA
Sylvia atricapilla,Eurasian Blackcap,Sylvia atricapilla_Eurasian Blackcap,NA,NA
Sylvia atriceps,Rwenzori Hill Babbler,Sylvia atriceps_Rwenzori Hill Babbler,NA,NA
Sylvia borin,Garden Warbler,Sylvia borin_Garden Warbler,NA,NA
Sylvia nigricapillus,Bush Blackcap,Sylvia nigricapillus_Bush Blackcap,NA,NA
Sylvietta brachyura,Northern Crombec,Sylvietta brachyura_Northern Crombec,NA,NA
Sylvietta rufescens,Cape Crombec,Sylvietta rufescens_Cape Crombec,NA,NA
Sylvietta ruficapilla,Red-capped Crombec,Sylvietta ruficapilla_Red-capped Crombec,NA,NA
Sylvietta virens,Green Crombec,Sylvietta virens_Green Crombec,NA,NA
Sylvietta whytii,Red-faced Crombec,Sylvietta whytii_Red-faced Crombec,NA,NA
Sylviorthorhynchus desmursii,Des Murs's Wiretail,Sylviorthorhynchus desmursii_Des Murs's Wiretail,NA,NA
Sylviorthorhynchus yanacensis,Tawny Tit-Spinetail,Sylviorthorhynchus yanacensis_Tawny Tit-Spinetail,NA,NA
Sylviparus modestus,Yellow-browed Tit,Sylviparus modestus_Yellow-browed Tit,NA,NA
Syma torotoro,Yellow-billed Kingfisher,Syma torotoro_Yellow-billed Kingfisher,NA,NA
Symposiachrus trivirgatus,Spectacled Monarch,Symposiachrus trivirgatus_Spectacled Monarch,NA,NA
Synallaxis albescens,Pale-breasted Spinetail,Synallaxis albescens_Pale-breasted Spinetail,NA,NA
Synallaxis albigularis,Dark-breasted Spinetail,Synallaxis albigularis_Dark-breasted Spinetail,NA,NA
Synallaxis albilora,White-lored Spinetail,Synallaxis albilora_White-lored Spinetail,NA,NA
Synallaxis azarae,Azara's Spinetail,Synallaxis azarae_Azara's Spinetail,NA,NA
Synallaxis brachyura,Slaty Spinetail,Synallaxis brachyura_Slaty Spinetail,NA,NA
Synallaxis cabanisi,Cabanis's Spinetail,Synallaxis cabanisi_Cabanis's Spinetail,NA,NA
Synallaxis candei,White-whiskered Spinetail,Synallaxis candei_White-whiskered Spinetail,NA,NA
Synallaxis castanea,Black-throated Spinetail,Synallaxis castanea_Black-throated Spinetail,NA,NA
Synallaxis cherriei,Chestnut-throated Spinetail,Synallaxis cherriei_Chestnut-throated Spinetail,NA,NA
Synallaxis cinerascens,Grey-bellied Spinetail,Synallaxis cinerascens_Grey-bellied Spinetail,NA,NA
Synallaxis cinerea,Bahia Spinetail,Synallaxis cinerea_Bahia Spinetail,NA,NA
Synallaxis cinnamomea,Stripe-breasted Spinetail,Synallaxis cinnamomea_Stripe-breasted Spinetail,NA,NA
Synallaxis courseni,Apurimac Spinetail,Synallaxis courseni_Apurimac Spinetail,NA,NA
Synallaxis erythrothorax,Rufous-breasted Spinetail,Synallaxis erythrothorax_Rufous-breasted Spinetail,NA,NA
Synallaxis frontalis,Sooty-fronted Spinetail,Synallaxis frontalis_Sooty-fronted Spinetail,NA,NA
Synallaxis fuscorufa,Rusty-headed Spinetail,Synallaxis fuscorufa_Rusty-headed Spinetail,NA,NA
Synallaxis gujanensis,Plain-crowned Spinetail,Synallaxis gujanensis_Plain-crowned Spinetail,NA,NA
Synallaxis hellmayri,Red-shouldered Spinetail,Synallaxis hellmayri_Red-shouldered Spinetail,NA,NA
Synallaxis hypochondriaca,Great Spinetail,Synallaxis hypochondriaca_Great Spinetail,NA,NA
Synallaxis hypospodia,Cinereous-breasted Spinetail,Synallaxis hypospodia_Cinereous-breasted Spinetail,NA,NA
Synallaxis infuscata,Pinto's Spinetail,Synallaxis infuscata_Pinto's Spinetail,NA,NA
Synallaxis kollari,Hoary-throated Spinetail,Synallaxis kollari_Hoary-throated Spinetail,NA,NA
Synallaxis macconnelli,McConnell's Spinetail,Synallaxis macconnelli_McConnell's Spinetail,NA,NA
Synallaxis maranonica,Marañon Spinetail,Synallaxis maranonica_Marañon Spinetail,NA,NA
Synallaxis moesta,Dusky Spinetail,Synallaxis moesta_Dusky Spinetail,NA,NA
